"Abbrev","Full Title","Trnsl. Title","Publ.","ISSN","New","High Density","Book Ser"
"Publ. ICMCS","Publications of the ICMCS","","Int. Cent. Math. Comp. Sci. (ICMCS), Lagos.","","N","N","Y"
"Publ. Inst. Math. (Beograd) (N.S.)","Institut Mathematique. Publications. Nouvelle Serie","","Inst. Math., Belgrade.","0350-1302","N","Y","N"
"Publ. Mat.","Publicacions Matematiques","","Univ. Autonoma Barcelona, Barcelona.","0214-1493","N","Y","N"
"Publ. Mat. IMPA","Publicacoes Matematicas do IMPA","IMPA Mathematical Publications","Inst. Nac. Mat. Pura Apl. (IMPA), Rio de Janeiro.","","N","N","Y"
"Publ. Mat. Urug.","Publicaciones Matematicas del Uruguay","","Univ. Republica, Montevideo.","0797-1443","N","Y","N"
"Publ. Math. Besancon Algebre Theorie Nr.","Publications Mathematiques de Besancon. Algebre et Theorie des Nombres","Mathematical Publications of Besancon, Algebra and Number Theory","Presses Univ. Franche-Comte, Besancon.","1958-7236","N","N","Y"
"Publ. Math. Debrecen","Publicationes Mathematicae Debrecen","","Inst. Math. Univ. Debrecen, Debrecen.","0033-3883","N","Y","N"
"Publ. Math. Inst. Hautes Etudes Sci.","Publications Mathematiques. Institut de Hautes Etudes Scientifiques","","Springer, Berlin.","0073-8301","N","Y","N"
"Publ. Res. Inst. Math. Sci.","Publications of the Research Institute for Mathematical Sciences","","Eur. Math. Soc., Zurich.","0034-5318","N","Y","N"
"Punjab Univ. J. Math. (Lahore)","The Punjab University. Journal of Mathematics","","Univ. Punjab, Lahore.","1016-2526","N","Y","N"
"Pure Appl. Math. (Boca Raton)","Pure and Applied Mathematics (Boca Raton)","","CRC Press, Boca Raton, FL.","","N","N","Y"
"Pure Appl. Math. (Hoboken)","Pure and Applied Mathematics (Hoboken)","","Wiley, Hoboken, NJ.","","N","N","Y"
"Pure Appl. Math. Q.","Pure and Applied Mathematics Quarterly","","Int. Press, Somerville, MA.","1558-8599","N","Y","N"
"Pure Appl. Undergrad. Texts","Pure and Applied Undergraduate Texts","","Amer. Math. Soc., Providence, RI.","","N","N","Y"
"Pure Math. Appl. (PU.M.A.)","Pure Mathematics and Applications. PU.M.A.","","Corvinus University of Budapest, Budapest.","1218-4586","N","Y","N"
"Q. J. Math.","The Quarterly Journal of Mathematics","","Oxford Univ. Press, Oxford.","0033-5606","N","Y","N"
"QGM Master Cl. Ser.","QGM Master Class Series","","Eur. Math. Soc., Zurich.","","N","N","Y"
"QP--PQ: Quantum Probab. White Noise Anal.","QP--PQ: Quantum Probability and White Noise Analysis","","World Sci. Publ., Hackensack, NJ.","1793-5121","N","N","Y"
"Quad. Mat.","Quaderni di Matematica","Mathematics Series","Dept. Math., Seconda Univ. Napoli, Caserta.","","N","N","Y"
"Quad./Monogr.","Quaderni/Monographs","","Ed. Norm., Pisa.","","N","N","Y"
"Quadrature","Quadrature. Magazine de Mathematiques Pures et Epicees","","Quadrature, Revigny-sur-Ornain.","1142-2785","N","N","N"
"Quaest. Math.","Quaestiones Mathematicae. Journal of the South African Mathematical Society","","NISC, Grahamstown.","1607-3606","N","Y","N"
"Qual. Theory Dyn. Syst.","Qualitative Theory of Dynamical Systems","","Birkhauser Verlag, Basel.","1575-5460","N","Y","N"
"Quant. Econ.","Quantitative Economics","","Econometric Soc., New York.","1759-7323","N","N","N"
"Quant. Finance","Quantitative Finance","","Routledge Journals, Taylor & Francis, Ltd., Abingdon.","1469-7688","N","N","N"
"Quant. Netw. Biol.","Quantitative and Network Biology","","Wiley-Blackwell, Weinheim.","","Y","N","Y"
"Quantitative Appl. in the Social Sciences","Quantitative Applications in the Social Sciences","","Sage, Los Angeles, CA.","","N","N","Y"
"Quantum Inf. Comput.","Quantum Information & Computation","","Rinton Press, Inc., Paramus, NJ.","1533-7146","N","N","N"
"Quantum Inf. Process.","Quantum Information Processing","","Springer, New York.","1570-0755","N","N","N"
"Quantum Sci. Technol.","Quantum Science and Technology","","Springer, Heidelberg.","","N","N","Y"
"Quantum Topol.","Quantum Topology","","Eur. Math. Soc., Zurich.","1663-487X","N","Y","N"
"Quart. Appl. Math.","Quarterly of Applied Mathematics","","Brown Univ., Div. Appl. Math., Providence, RI.","0033-569X","N","Y","N"
"Quart. J. Mech. Appl. Math.","The Quarterly Journal of Mechanics and Applied Mathematics","","Oxford Univ. Press, Oxford.","0033-5614","N","N","N"
"Quasigroups Related Systems","Quasigroups and Related Systems","","Acad. Sci. Moldova, Inst. Math., Chisinau.","1561-2848","N","Y","N"
"Questions Answers Gen. Topology","Questions and Answers in General Topology","","Sympos. Gen. Topology, Matsue.","0918-4732","N","Y","N"
"Queueing Syst.","Queueing Systems. Theory and Applications","","Springer, New York.","0257-0130","N","Y","N"
"$R$ Ser.","The $R$ Series","","CRC Press, Boca Raton, FL.","","N","N","Y"
"R. Soc. Open Sci.","Royal Society Open Science","","Roy. Soc. London, London.","2054-5703","Y","N","N"
"Rad Hrvat. Akad. Znan. Umjet. Mat. Znan.","Rad Hrvatske Akademije Znanosti i Umjetnosti. Matematicke Znanosti","","Hrvat. Akad. Znan. Umjet., Zagreb.","1845-4100","N","Y","N"
"Radon Ser. Comput. Appl. Math.","Radon Series on Computational and Applied Mathematics","","De Gruyter, Berlin.","1865-3707","N","N","Y"
"RAIRO Oper. Res.","RAIRO Operations Research","","EDP Sci., Les Ulis.","0399-0559","N","N","N"
"RAIRO Theor. Inform. Appl.","RAIRO Theoretical Informatics and Applications. Informatique Theorique et Applications","","EDP Sci., Les Ulis.","0988-3754","N","Y","N"
"Ramanujan J.","Ramanujan Journal. An International Journal Devoted to the Areas of Mathematics Influenced by Ramanujan","","Springer, Secaucus, NJ.","1382-4090","N","Y","N"
"Ramanujan Math. Soc. Collect. Works Ser.","Ramanujan Mathematical Society Collected Works Series","","Ramanujan Math. Soc., Mysore.","","N","N","Y"
"Ramanujan Math. Soc. Lect. Notes Ser.","Ramanujan Mathematical Society Lecture Notes Series","","Ramanujan Math. Soc., Mysore.","","N","N","Y"
"Ranchi Univ. Math. J.","Ranchi University Mathematical Journal","","Ranchi Univ., Ranchi.","0079-9602","N","N","N"
"Random Matrices Theory Appl.","Random Matrices. Theory and Applications","","World Sci. Publishing, Singapore.","2010-3263","N","Y","N"
"Random Oper. Stoch. Equ.","Random Operators and Stochastic Equations","","De Gruyter, Berlin.","0926-6364","N","Y","N"
"Random Structures Algorithms","Random Structures & Algorithms","","Wiley, Hoboken, NJ.","1042-9832","N","Y","N"
"Real Anal. Exchange","Real Analysis Exchange","","Michigan State Univ. Press, East Lansing, MI.","0147-1937","N","Y","N"
"Real Life Math.","Real Life Mathematics","","Societe de Calcul Mathematique SA, Paris.","1767-1175","N","N","Y"
"Recreat. Math. Mag.","Recreational Mathematics Magazine","","Assoc. Ludus, Lisbon.","2182-1976","Y","N","N"
"Ref. Sci.","References Sciences","","Ellipses, Paris.","","N","N","Y"
"Regul. Chaotic Dyn.","Regular and Chaotic Dynamics. International Scientific Journal","","MAIK Nauka/Interperiod. Publ., Moscow.","1560-3547","N","Y","N"
"Reliab. Comput.","Reliable Computing","","Reliab. Comput., Lafayette, LA.","1573-1340","N","Y","N"
"Rend. Accad. Naz. Sci. XL Mem. Mat. Appl. (5)","Accademia Nazionale delle Scienze detta dei XL. Rendiconti. Serie V. Memorie di Matematica e Applicazioni. Parte I","","Accad. Naz. Sci. XL, Rome.","0392-4106","N","Y","N"
"Rend. Accad. Sci. Fis. Mat. Napoli (4)","Societa Nazionale di Scienze, Lettere e Arti in Napoli. Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche. Serie IV","","Liguori, Naples.","0370-3568","N","N","N"
"Rend. Circ. Mat. Palermo (2)","Rendiconti del Circolo Matematico di Palermo. Second Series","","Springer Italia, Milan.","0009-725X","N","Y","N"
"Rend. Circ. Mat. Palermo (2) Suppl.","Rendiconti del Circolo Matematico di Palermo. Serie II. Supplemento","","Circ. Mat. Palermo, Palermo.","1592-9531","N","Y","N"
"Rend. Cl. Sci. Mat. Nat.","Rendiconti. Classe di Scienze Matematiche e Naturali","","LED--Ed. Univ. Lett. Econ. Diritto, Milan.","1974-6989","N","N","N"
"Rend. Istit. Mat. Univ. Trieste","Rendiconti dell'Istituto di Matematica dell'Universita di Trieste. An International Journal of Mathematics","","Univ. Studi Trieste, Dip. Mat. Inform., Trieste.","0049-4704","N","Y","N"
"Rend. Mat. Appl. (7)","Rendiconti di Matematica e delle sue Applicazioni. Serie VII","","Univ. Studi Roma ``La Sapienza'', Rome.","1120-7183","N","Y","N"
"Rend. Sem. Fac. Sci. Univ. Cagliari","Rendiconti del Seminario della Facolta di Scienze dell'Universita di Cagliari","","Univ. Cagliari, Monserrato.","0370-727X","N","N","N"
"Rend. Semin. Mat. Univ. Padova","Rendiconti del Seminario Matematico della Universita di Padova","","Univ. Padova, Padua.","0041-8994","N","Y","N"
"Rend. Semin. Mat. Univ. Politec. Torino","Rendiconti del Seminario Matematico. Universita e Politecnico Torino","","Univ. Torino, Turin.","0373-1243","N","Y","N"
"Rep. Enlarged Sess. Semin. I. Vekua Appl. Math.","Reports of Enlarged Sessions of Seminar of I. Vekua Institute of Applied Mathematics","","Tbilisi Univ. Press, Tbilisi.","1512-0066","N","N","N"
"Rep. Math. Logic","Reports on Mathematical Logic","","Jagiellonian Univ. Press, Krakow.","0137-2904","N","Y","N"
"Rep. Math. Phys.","Reports on Mathematical Physics","","Elsevier B. V., Amsterdam.","0034-4877","N","Y","N"
"Rep. Progr. Phys.","Reports on Progress in Physics","","Inst. Phys., Bristol.","0034-4885","N","N","N"
"Repr. Theory Appl. Categ.","Reprints in Theory and Applications of Categories","","Theory Appl. Categ., Sackville, NB.","","N","Y","N"
"Represent. Theory","Representation Theory. An Electronic Journal of the American Mathematical Society","","Amer. Math. Soc., Providence, RI.","1088-4165","N","Y","N"
"Res. Exp. Math.","Research and Exposition in Mathematics","","Heldermann, Lemgo.","","N","N","Y"
"Res. Math. Sci.","Research in the Mathematical Sciences","","Springer, Berlin.","2197-9847","Y","Y","N"
"Results Math.","Results in Mathematics","","Birkhauser Verlag, Basel.","1422-6383","N","Y","N"
"Rev. Acad. Canaria Cienc.","Revista de la Academia Canaria de Ciencias","","Acad. Canaria Cienc., La Laguna.","1130-4723","N","N","N"
"Rev. Acad. Colombiana Cienc. Exact. Fis. Natur.","Academia Colombiana de Ciencias Exactas, Fisicas y Naturales. Revista","","Acad. Colombiana Cienc. Exact. Fis. Natur., Bogota.","0370-3908","N","N","N"
"Rev. Anal. Numer. Theor. Approx.","Revue d'Analyse Numerique et de Theorie de l'Approximation","","Ed. Acad. Romane, Bucharest.","1222-9024","N","Y","N"
"Rev. Bras. Hist. Mat.","Revista Brasileira de Historia da Matematica. An International Journal on the History of Mathematics","","Sociedade Brasileira de Historia da Matematica, Natal.","1519-955X","N","N","N"
"Rev. Bull. Calcutta Math. Soc.","Calcutta Mathematical Society. Review Bulletin","","Calcutta Math. Soc., Calcutta.","2231-5306","N","N","N"
"Rev. Colombiana Estadist.","Revista Colombiana de Estadistica","","Univ. Nac. Colombia, Fac. Cienc. Dept. Estad., Bogota.","0120-1751","N","N","N"
"Rev. Colombiana Mat.","Revista Colombiana de Matematicas","","Soc. Colombiana Mat., Bogota.","0034-7426","N","Y","N"
"Rev. Econ. Des.","Review of Economic Design","","Springer, Berlin.","1434-4742","N","N","N"
"Rev. Econ. Stud.","Review of Economic Studies","","Oxford Univ. Press, Oxford.","0034-6527","N","N","N"
"Rev. Hist. Sci.","Revue d'Histoire des Sciences","","Colin, Paris.","0151-4105","N","N","N"
"Rev. Histoire Math.","Revue d'Histoire des Mathematiques. Journal for the History of Mathematics","","Soc. Math. France, Marseille.","1262-022X","N","Y","N"
"Rev. Int. Metod. Numer. Calc. Diseno Ing.","Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria","","Elsevier, Inc., Amsterdam.","0213-1315","N","N","N"
"Rev. Integr. Temas Mat.","Revista Integracion. Temas de Matematicas","","Univ. Indust. Santander, Bucaramanga.","0120-419X","N","N","N"
"Rev. Mat. Complut.","Revista Matematica Complutense","","Springer Italia, Milan.","1139-1138","N","Y","N"
"Rev. Mat. Iberoam.","Revista Matematica Iberoamericana","","R. Soc. Mat. Esp., Madrid.","0213-2230","N","Y","N"
"Rev. Mat. Teor. Apl.","Revista de Matematica. Teoria y Aplicaciones","","Centro Invest. Mat. Pura Apl. (CIMPA), San Jose.","1409-2433","N","N","N"
"Rev. Math. Phys.","Reviews in Mathematical Physics. A Journal for Both Review and Original Research Papers in the Field of Mathematical Physics","","World Sci. Publ., Singapore.","0129-055X","N","Y","N"
"Rev. Mex. Fis. E","Revista Mexicana de Fisica E. Publicacion de Ensenanza, Historia y Filosofia de la Sociedad Mexicana de Fisica","","Soc. Mex. Fis., Mexico.","1870-3542","N","N","N"
"Rev. Mexicana Fis.","Revista Mexicana de Fisica","","Soc. Mex. Fis., Mexico.","0035-001X","N","N","N"
"Rev. Mod. Log.","The Review of Modern Logic. A Journal About Symbolic Logic","","Marquette Univ., Milwaukee, WI.","1943-7404","N","Y","N"
"Rev. Modern Phys.","Reviews of Modern Physics","","Amer. Phys. Soc., College Park, MD.","0034-6861","N","N","N"
"Rev. Nonlinear Dyn. Complex.","Reviews of Nonlinear Dynamics and Complexity","","Wiley-VCH, Weinheim.","","N","N","Y"
"Rev. R. Acad. Cienc. Exactas Fis. Nat. (Esp.)","Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales (Espana)","","Real Acad. Cienc. Exact. Fis. Natur., Madrid.","1137-2141","N","N","N"
"Rev. R. Acad. Cienc. Exactas Fis. Nat. Ser. A Math. RACSAM","Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie A. Matematicas. RACSAM","","Springer Italia, Milan.","1578-7303","N","N","N"
"Rev. R. Acad. Cienc. Exactas Fis. Quim. Nat. Zaragoza (2)","Revista de la Real Academia de Ciencias Exactas, Fisicas, Quimicas y Naturales de Zaragoza. Serie 2","","Acad. Cienc. Exact. Fis. Quim. Nat. Zaragoza, Zaragoza.","0370-3207","N","N","N"
"Rev. Roumaine Math. Pures Appl.","Revue Roumaine de Mathematiques Pures et Appliquees. Romanian Journal of Pure and Applied Mathematics","","Ed. Acad. Romane, Bucharest.","0035-3965","N","Y","N"
"Rev. Semin. Iberoam. Mat.","Revista del Seminario Iberoamericano de Matematicas","","Sem. Iberoam. Mat., Valladolid.","1136-3894","N","Y","N"
"Rev. Symb. Log.","Review of Symbolic Logic","","Cambridge Univ. Press, Cambridge.","1755-0203","N","Y","N"
"Rev. Synth. (6)","Revue de Synthese. 6e Serie","","Springer, Paris.","0035-1776","N","N","N"
"Rev. Un. Mat. Argentina","Revista de la Union Matematica Argentina","","Union Mat. Argentina, Bahia Blanca.","0041-6932","N","Y","N"
"REVSTAT","REVSTAT Statistical Journal","","Inst. Nac. Estat. (INE), Lisbon.","1645-6726","N","N","N"
"Ric. Mat.","Ricerche di Matematica","","Springer Italia, Milan.","0035-5038","N","Y","N"
"RIMS Kokyuroku Bessatsu","RIMS Kokyuroku Bessatsu","Series of Lecture Notes from RIMS","Res. Inst. Math. Sci. (RIMS), Kyoto.","1881-6193","N","N","Y"
"Risk Eng.","Risk Engineering","","Springer, Cham.","2195-433X","N","N","Y"
"Riv. Math. Univ. Parma (N.S.)","Rivista di Matematica della Universita di Parma. New Series. A Journal of Pure and Applied Mathematics","","Univ. Parma, Parma.","0035-6298","N","Y","N"
"Rocky Mountain J. Math.","The Rocky Mountain Journal of Mathematics","","Rocky Mountain Math. Consortium, Tempe, AZ.","0035-7596","N","Y","N"
"Rom. J. Math. Comput. Sci.","Romanian Journal of Mathematics and Computer Science","","Tech. Univ. Civil Eng., Bucharest.","2247-689X","N","Y","N"
"Rom. J. Tech. Sci. Appl. Mech.","Romanian Journal of Technical Sciences. Applied Mechanics","","Ed. Acad. Romane, Bucharest.","0035-4074","N","N","N"
"ROMAI J.","ROMAI Journal","","Rom. Soc. Appl. Indust. Math., Pitesti.","1841-5512","N","N","N"
"Rose-Hulman Undergrad. Math J.","Rose-Hulman Undergraduate Math Journal","","Rose-Hulman Inst. Tech., Terre Haute, IN.","","N","N","N"
"Rostock. Math. Kolloq.","Rostocker Mathematisches Kolloquium","","Univ. Rostock, Rostock.","0138-3248","N","N","N"
"Routledge Contemp. Read. Philos.","Routledge Contemporary Readings in Philosophy","","Routledge/Taylor & Francis, London.","","Y","N","Y"
"Russ. J. Math. Phys.","Russian Journal of Mathematical Physics","","MAIK Nauka/Interperiod. Publ., Moscow.","1061-9208","N","Y","N"
"Russian J. Numer. Anal. Math. Modelling","Russian Journal of Numerical Analysis and Mathematical Modelling","","De Gruyter, Berlin.","0927-6467","N","N","N"
"Russian Math. (Iz. VUZ)","Russian Mathematics (Izvestiya VUZ. Matematika)","","Allerton Press, New York.","1066-369X","N","N","N"
"Russian Math. Surveys","Russian Mathematical Surveys","","Russ. Acad. Sci., Moscow.","0036-0279","N","N","N"
"Ryukyu Math. J.","Ryukyu Mathematical Journal","","Univ. Ryukyus, Okinawa.","1344-008X","N","Y","N"
"Sadhana","Sadhana. Academy Proceedings in Engineering Sciences","","Indian Acad. Sci., Bangalore.","0256-2499","N","N","N"
"Saitama Math. J.","Saitama Mathematical Journal","","Saitama Univ., Saitama.","0289-0739","N","Y","N"
"Sampl. Theory Signal Image Process.","Sampling Theory in Signal and Image Processing. An International Journal","","Sampl. Publ., Potsdam, NY.","1530-6429","N","N","N"
"Sankhya A","Sankhya A. Mathematical Statistics and Probability","","Springer India, New Delhi.","0976-836X","N","Y","N"
"Sankhya B","Sankhya B. Applied and Interdisciplinary Statistics","","Springer India, New Delhi.","0976-8386","N","N","N"
"Sarajevo J. Math.","Sarajevo Journal of Mathematics","","Acad. Sci. Arts Bosnia Herzegovina, Sarajevo.","1840-0655","N","Y","N"
"Savoirs Actuels (Les Ulis)","Savoirs Actuels (Les Ulis)","Current Scholarship (Les Ulis)","EDP Sci., Les Ulis.","","N","N","Y"
"Sb. Math.","Sbornik. Mathematics","","Russ. Acad. Sci., Moscow.","1064-5616","N","N","N"
"Scand. Actuar. J.","Scandinavian Actuarial Journal","","Taylor & Francis, Abingdon.","0346-1238","N","N","N"
"Scand. J. Stat.","Scandinavian Journal of Statistics. Theory and Applications","","Wiley-Blackwell, Oxford.","0303-6898","N","Y","N"
"Schr. Math.-Nat.Wiss Kl. Heidelb. Akad. Wiss.","Schriften der Mathematisch-Naturwissenschaftlichen Klasse der Heidelberger Akademie der Wissenschaften","Publications of the Mathematics and Natural Sciences Section of Heidelberg Academy of Sciences","Springer, Heidelberg.","","N","N","Y"
